protocol,port,description
UDP,9925,Reserved
TCP,9950,APC 9950
UDP,9950,APC 9950
TCP,9951,APC 9951
UDP,9951,APC 9951
TCP,9952,APC 9952
UDP,9952,APC 9952
TCP,9953,9953
UDP,9953,9953
TCP,9954,HaloteC Instrument Network Protocol
UDP,9954,Reserved
TCP,9955,Contact Port for AllJoyn standard messaging
UDP,9955,Contact Port for AllJoyn multiplexed constrained messaging
TCP,9956,Reserved
UDP,9956,Alljoyn Name Service
TCP,9966,OKI Data Network Setting Protocol
UDP,9966,OKI Data Network Setting Protocol
TCP,9978,XYBRID RT Server
UDP,9978,Reserved
TCP,9979,Valley Information Systems Weather station data
UDP,9979,Reserved
TCP,9981,Event sourcing database engine with a built-in programming language
UDP,9981,Reserved
TCP,9987,DSM/SCM Target Interface
UDP,9987,DSM/SCM Target Interface
TCP,9988,Software Essentials Secure HTTP server
UDP,9988,Reserved
TCP,9990,OSM Applet Server
UDP,9990,OSM Applet Server
TCP,9991,OSM Event Server
UDP,9991,OSM Event Server
TCP,9992,OnLive-1
UDP,9992,OnLive-1
TCP,9993,OnLive-2
UDP,9993,OnLive-2
TCP,9994,OnLive-3
UDP,9994,OnLive-3
TCP,9995,Palace-4
UDP,9995,Palace-4
TCP,9996,Palace-5
UDP,9996,Palace-5
TCP,9997,Palace-6
UDP,9997,Palace-6
TCP,9998,Distinct32
UDP,9998,Distinct32
TCP,9999,distinct
UDP,9999,distinct
TCP,10000,Network Data Management Protocol
UDP,10000,Network Data Management Protocol
TCP,10001,SCP Configuration
UDP,10001,SCP Configuration
TCP,10002,EMC-Documentum Content Server Product
UDP,10002,EMC-Documentum Content Server Product
TCP,10003,EMC-Documentum Content Server Product
UDP,10003,EMC-Documentum Content Server Product
TCP,10004,EMC Replication Manager Client
UDP,10004,Reserved
TCP,10005,EMC Replication Manager Server
UDP,10005,Reserved
TCP,10006,Sync replication protocol among different NetApp platforms
UDP,10006,Reserved
TCP,10007,MVS Capacity
UDP,10007,MVS Capacity
TCP,10008,Octopus Multiplexer
UDP,10008,Octopus Multiplexer
TCP,10009,Systemwalker Desktop Patrol
UDP,10009,Systemwalker Desktop Patrol
TCP,10010,ooRexx rxapi services
UDP,10010,Reserved
TCP,10020,Hardware configuration and maintenance
UDP,10020,Reserved
UDP,10023,Comtech EF-Data's Vipersat Management Protocol
TCP,10023,Reserved
TCP,10050,Zabbix Agent
UDP,10050,Zabbix Agent
TCP,10051,Zabbix Trapper
UDP,10051,Zabbix Trapper
TCP,10055,Quantapoint FLEXlm Licensing Service
UDP,10055,Reserved
TCP,10080,Amanda
UDP,10080,Amanda
TCP,10081,FAM Archive Server
UDP,10081,FAM Archive Server
TCP,10100,VERITAS ITAP DDTP
UDP,10100,VERITAS ITAP DDTP
TCP,10101,eZmeeting
UDP,10101,eZmeeting
TCP,10102,eZproxy
UDP,10102,eZproxy
TCP,10103,eZrelay
UDP,10103,eZrelay
TCP,10104,Systemwalker Desktop Patrol
UDP,10104,Systemwalker Desktop Patrol
TCP,10107,"""VERITAS BCTP"
UDP,10107,"""VERITAS BCTP"
TCP,10110,NMEA-0183 Navigational Data
UDP,10110,NMEA-0183 Navigational Data
TCP,10111,Reserved
UDP,10111,NMEA OneNet multicast messaging
TCP,10113,NetIQ Endpoint
UDP,10113,NetIQ Endpoint
TCP,10114,NetIQ Qcheck
UDP,10114,NetIQ Qcheck
TCP,10115,NetIQ Endpoint
UDP,10115,NetIQ Endpoint
TCP,10116,NetIQ VoIP Assessor
UDP,10116,NetIQ VoIP Assessor
TCP,10117,NetIQ IQCResource Managament Svc
UDP,10117,NetIQ IQCResource Managament Svc
TCP,10125,HotLink CIMple REST API
UDP,10125,Reserved
TCP,10128,BMC-PERFORM-SERVICE DAEMON
UDP,10128,BMC-PERFORM-SERVICE DAEMON
TCP,10129,BMC General Manager Server
UDP,10129,Reserved
TCP,10160,QB Database Server
UDP,10160,QB Database Server
TCP,10161,SNMP-TLS
UDP,10161,SNMP-DTLS
TCP,10162,SNMP-Trap-TLS
UDP,10162,SNMP-Trap-DTLS
TCP,10200,Trigence AE Soap Service
UDP,10200,Trigence AE Soap Service
TCP,10201,Remote Server Management Service
UDP,10201,Remote Server Control and Test Service
TCP,10252,Apollo Relay Port
UDP,10252,Apollo Relay Port
UDP,10253,Relay of EAPOL frames
TCP,10253,Reserved
TCP,10260,Axis WIMP Port
UDP,10260,Axis WIMP Port
TCP,10261,Tile remote machine learning
UDP,10261,Reserved
TCP,10288,Blocks
UDP,10288,Blocks
TCP,10321,Computer Op System Information Report
UDP,10321,Reserved
UDP,10439,BalanceNG session table synchronization protocol
TCP,10439,Reserved
TCP,10443,CirrosSP Workstation Communication
UDP,10443,Reserved
TCP,10500,Reserved
UDP,10500,HIP NAT-Traversal
TCP,10540,MOS Media Object Metadata Port
UDP,10540,MOS Media Object Metadata Port
TCP,10541,MOS Running Order Port
UDP,10541,MOS Running Order Port
TCP,10542,MOS Low Priority Port
UDP,10542,MOS Low Priority Port
TCP,10543,MOS SOAP Default Port
UDP,10543,MOS SOAP Default Port
TCP,10544,MOS SOAP Optional Port
UDP,10544,MOS SOAP Optional Port
TCP,10548,Apple Document Sharing Service
UDP,10548,Reserved
TCP,10631,Printopia Serve
UDP,10631,Reserved
TCP,10800,Gestor de Acaparamiento para Pocket PCs
UDP,10800,Gestor de Acaparamiento para Pocket PCs
TCP,10805,LUCIA Pareja Data Group
UDP,10805,LUCIA Pareja Data Group
TCP,10809,Linux Network Block Device
UDP,10809,Reserved
TCP,10810,Reserved
UDP,10810,Nuance Mobile Care Discovery
TCP,10860,Helix Client/Server
UDP,10860,Helix Client/Server
TCP,10880,BVEssentials HTTP API
UDP,10880,BVEssentials HTTP API
TCP,10933,Listen port used by the Octopus Deploy Tentacle deployment agent
UDP,10933,Reserved
TCP,10990,Auxiliary RMI Port
UDP,10990,Auxiliary RMI Port
TCP,11000,IRISA
UDP,11000,IRISA
TCP,11001,Metasys
UDP,11001,Metasys
TCP,11095,Nest device-to-device and device-to-service application protocol
UDP,11095,Nest device-to-device and device-to-service application protocol
TCP,11103,OrigoDB Server Sync Interface
UDP,11103,Reserved
TCP,11104,NetApp Intercluster Management
UDP,11104,Reserved
TCP,11105,NetApp Intercluster Data
UDP,11105,Reserved
TCP,11106,SGI LK Licensing service
UDP,11106,SGI LK Licensing service
UDP,11108,Hardware Terminals Discovery and Low-Level Communication Protocol
TCP,11108,Reserved
TCP,11109,Data migration facility Manager (DMF) is a browser based interface to DMF
UDP,11109,Reserved
TCP,11110,Data migration facility (DMF) SOAP is a web server protocol to support remote access to DMF
UDP,11110,Reserved
TCP,11111,Viral Computing Environment (VCE)
UDP,11111,Viral Computing Environment (VCE)
TCP,11112,DICOM
UDP,11112,DICOM
TCP,11161,sun cacao snmp access point
UDP,11161,sun cacao snmp access point
TCP,11162,sun cacao JMX-remoting access point
UDP,11162,sun cacao JMX-remoting access point
TCP,11163,sun cacao rmi registry access point
UDP,11163,sun cacao rmi registry access point
TCP,11164,sun cacao command-streaming access point
UDP,11164,sun cacao command-streaming access point
TCP,11165,sun cacao web service access point
UDP,11165,sun cacao web service access point
TCP,11171,Reserved
UDP,11171,Surgical Notes Security Service Discovery (SNSS)
TCP,11172,OEM cacao JMX-remoting access point
UDP,11172,Reserved
TCP,11173,Straton Runtime Programing
UDP,11173,Reserved
TCP,11174,OEM cacao rmi registry access point
UDP,11174,Reserved
TCP,11175,OEM cacao web service access point
UDP,11175,Reserved
TCP,11201,smsqp
UDP,11201,smsqp
TCP,11202,DCSL Network Backup Services
UDP,11202,Reserved
TCP,11208,WiFree Service
UDP,11208,WiFree Service
TCP,11211,Memory cache service
UDP,11211,Memory cache service
TCP,11235,numerical systems messaging
UDP,11235,Reserved
SCTP,11235,numerical systems messaging
TCP,11319,IMIP
UDP,11319,IMIP
TCP,11320,IMIP Channels Port
UDP,11320,IMIP Channels Port
TCP,11321,Arena Server Listen
UDP,11321,Arena Server Listen
TCP,11367,ATM UHAS
UDP,11367,ATM UHAS
TCP,11371,OpenPGP HTTP Keyserver
UDP,11371,OpenPGP HTTP Keyserver
UDP,11430,Lenbrook Service Discovery Protocol
TCP,11430,Reserved
TCP,11489,ASG Cypress Secure Only
UDP,11489,Reserved
TCP,11600,Tempest Protocol Port
UDP,11600,Tempest Protocol Port
TCP,11623,EMC XtremSW distributed config
UDP,11623,Reserved
TCP,11720,H.323 Call Control Signalling Alternate
UDP,11720,H.323 Call Control Signalling Alternate
TCP,11723,EMC XtremSW distributed cache
UDP,11723,EMC XtremSW distributed cache
TCP,11751,Intrepid SSL
UDP,11751,Intrepid SSL
TCP,11796,LanSchool
UDP,11796,Lanschool Multipoint
TCP,11876,X2E Xoraya Multichannel protocol
UDP,11876,X2E Xoraya Multichannel protocol
TCP,11877,Reserved
UDP,11877,X2E service discovery protocol
TCP,11967,SysInfo Service Protocol
UDP,11967,SysInfo Service Protocol
TCP,11971,TiBS Service
UDP,11971,Reserved
SCTP,11997,WorldMailExpress
SCTP,11998,WorldMailExpress
SCTP,11999,WorldMailExpress
TCP,12000,IBM Enterprise Extender SNA XID Exchange
UDP,12000,IBM Enterprise Extender SNA XID Exchange
TCP,12001,IBM Enterprise Extender SNA COS Network Priority
UDP,12001,IBM Enterprise Extender SNA COS Network Priority
TCP,12002,IBM Enterprise Extender SNA COS High Priority
UDP,12002,IBM Enterprise Extender SNA COS High Priority
TCP,12003,IBM Enterprise Extender SNA COS Medium Priority
UDP,12003,IBM Enterprise Extender SNA COS Medium Priority
TCP,12004,IBM Enterprise Extender SNA COS Low Priority
UDP,12004,IBM Enterprise Extender SNA COS Low Priority
TCP,12005,DBISAM Database Server - Regular
UDP,12005,DBISAM Database Server - Regular
TCP,12006,DBISAM Database Server - Admin
UDP,12006,DBISAM Database Server - Admin
TCP,12007,Accuracer Database System Server
UDP,12007,Accuracer Database System Server
TCP,12008,Accuracer Database System Admin
UDP,12008,Accuracer Database System Admin
TCP,12009,Reserved
UDP,12009,Green Hills VPN
TCP,12010,ElevateDB Server
UDP,12010,Reserved
TCP,12012,Vipera Messaging Service
UDP,12012,Vipera Messaging Service
TCP,12013,Vipera Messaging Service over SSL Communication
UDP,12013,Vipera Messaging Service over SSL Communication
TCP,12109,RETS over SSL
UDP,12109,RETS over SSL
TCP,12121,NuPaper Session Service
UDP,12121,NuPaper Session Service
TCP,12168,CA Web Access Service
UDP,12168,CA Web Access Service
TCP,12172,HiveP
UDP,12172,HiveP
TCP,12300,LinoGrid Engine
UDP,12300,LinoGrid Engine
TCP,12302,"""Remote Administration Daemon (RAD) is a system service that offers secure"
UDP,12302,Reserved
TCP,12321,Warehouse Monitoring Syst SSS
UDP,12321,Warehouse Monitoring Syst SSS
TCP,12322,Warehouse Monitoring Syst
UDP,12322,Warehouse Monitoring Syst
TCP,12345,Italk Chat System
UDP,12345,Italk Chat System
TCP,12546,Carbonite Server Replication Control
UDP,12546,Reserved
TCP,12753,tsaf port
UDP,12753,tsaf port
TCP,12865,control port for the netperf benchmark
UDP,12865,Reserved
TCP,13160,I-ZIPQD
UDP,13160,I-ZIPQD
TCP,13216,Black Crow Software application logging
UDP,13216,Black Crow Software application logging
TCP,13217,R&S Proxy Installation Assistant Service
UDP,13217,R&S Proxy Installation Assistant Service
TCP,13218,EMC Virtual CAS Service
UDP,13218,EMV Virtual CAS Service Discovery
TCP,13223,PowWow Client
UDP,13223,PowWow Client
TCP,13224,PowWow Server
UDP,13224,PowWow Server
TCP,13400,DoIP Data
UDP,13400,DoIP Discovery
TCP,13720,BPRD Protocol (VERITAS NetBackup)
UDP,13720,BPRD Protocol (VERITAS NetBackup)
TCP,13721,BPDBM Protocol (VERITAS NetBackup)
UDP,13721,BPDBM Protocol (VERITAS NetBackup)
TCP,13722,BP Java MSVC Protocol
UDP,13722,BP Java MSVC Protocol
TCP,13724,Veritas Network Utility
UDP,13724,Veritas Network Utility
TCP,13782,VERITAS NetBackup
UDP,13782,VERITAS NetBackup
TCP,13783,VOPIED Protocol
UDP,13783,VOPIED Protocol
TCP,13785,NetBackup Database
UDP,13785,NetBackup Database
TCP,13786,Veritas-nomdb
UDP,13786,Veritas-nomdb
TCP,13818,DSMCC Config
UDP,13818,DSMCC Config
TCP,13819,DSMCC Session Messages
UDP,13819,DSMCC Session Messages
TCP,13820,DSMCC Pass-Thru Messages
UDP,13820,DSMCC Pass-Thru Messages
TCP,13821,DSMCC Download Protocol
UDP,13821,DSMCC Download Protocol
TCP,13822,DSMCC Channel Change Protocol
UDP,13822,DSMCC Channel Change Protocol
TCP,13823,Blackmagic Design Streaming Server
UDP,13823,Reserved
TCP,13832,Certificate Management and Issuing
UDP,13832,Reserved
TCP,13894,Ultimate Control communication protocol
UDP,13894,Ultimate Control communication protocol
TCP,13929,D-TA SYSTEMS
UDP,13929,D-TA SYSTEMS
TCP,13930,MedEvolve Port Requester
UDP,13930,Reserved
TCP,14000,SCOTTY High-Speed Filetransfer
UDP,14000,SCOTTY High-Speed Filetransfer
TCP,14001,SUA
UDP,14001,De-Registered
SCTP,14001,SUA
UDP,14002,Discovery of a SCOTTY hardware codec board
TCP,14002,Reserved
TCP,14033,sage Best! Config Server 1
UDP,14033,sage Best! Config Server 1
TCP,14034,sage Best! Config Server 2
UDP,14034,sage Best! Config Server 2
TCP,14141,VCS Application
UDP,14141,VCS Application
TCP,14142,IceWall Cert Protocol
UDP,14142,IceWall Cert Protocol
TCP,14143,IceWall Cert Protocol over TLS
UDP,14143,Reserved
TCP,14145,GCM Application
UDP,14145,GCM Application
TCP,14149,Veritas Traffic Director
UDP,14149,Veritas Traffic Director
TCP,14150,Veritas Cluster Server Command Server
UDP,14150,Reserved
TCP,14154,Veritas Application Director
UDP,14154,Veritas Application Director
TCP,14250,Fencing Server
UDP,14250,Fencing Server
TCP,14414,CA eTrust Web Update Service
UDP,14414,CA eTrust Web Update Service
TCP,14500,xpra network protocol
UDP,14500,Reserved
TCP,14936,hde-lcesrvr-1
UDP,14936,hde-lcesrvr-1
TCP,14937,hde-lcesrvr-2
UDP,14937,hde-lcesrvr-2
TCP,15000,Hypack Data Aquisition
UDP,15000,Hypack Data Aquisition
TCP,15002,Open Network Environment TLS
UDP,15002,Reserved
TCP,15118,Reserved
UDP,15118,v2g Supply Equipment Communication Controller Discovery Protocol
TCP,15345,XPilot Contact Port
UDP,15345,XPilot Contact Port
TCP,15363,3Link Negotiation
UDP,15363,3Link Negotiation
TCP,15555,Cisco Stateful NAT
UDP,15555,Cisco Stateful NAT
TCP,15660,Backup Express Restore Server
UDP,15660,Backup Express Restore Server
TCP,15740,Picture Transfer Protocol
UDP,15740,Picture Transfer Protocol
TCP,15998,Reserved
UDP,15998,2ping Bi-Directional Ping Service
TCP,15999,ProGrammar Enterprise
UDP,15999,Reserved
TCP,16000,Administration Server Access
UDP,16000,Reserved
TCP,16001,Administration Server Connector
UDP,16001,Reserved
TCP,16002,GoodSync Mediation Service
UDP,16002,Reserved
TCP,16003,Reserved
UDP,16003,Automation and Control by REGULACE.ORG
TCP,16020,Filemaker Java Web Publishing Core
UDP,16020,Reserved
TCP,16021,Filemaker Java Web Publishing Core Binary
UDP,16021,Reserved
TCP,16161,Solaris SEA Port
UDP,16161,Solaris SEA Port
TCP,16162,Solaris Audit - secure remote audit log
UDP,16162,Reserved
TCP,16309,etb4j
UDP,16309,etb4j
TCP,16310,"""Policy Distribute"
UDP,16310,"""Policy Distribute"
TCP,16311,Policy definition and update management
UDP,16311,Policy definition and update management
TCP,16360,Network Serial Extension Ports One
UDP,16360,Network Serial Extension Ports One
TCP,16361,Network Serial Extension Ports Two
UDP,16361,Network Serial Extension Ports Two
TCP,16367,Network Serial Extension Ports Three
UDP,16367,Network Serial Extension Ports Three
TCP,16368,Network Serial Extension Ports Four
UDP,16368,Network Serial Extension Ports Four
TCP,16384,Connected Corp
UDP,16384,Connected Corp
TCP,16385,Reliable Datagram Sockets
UDP,16385,Reserved
TCP,16619,X509 Objects Management Service
UDP,16619,Reserved
TCP,16665,Reliable multipath data transport for high latencies
UDP,16665,Reserved
TCP,16666,Reserved
UDP,16666,Vidder Tunnel Protocol
TCP,16789,This server provides callable services to mainframe External Security Managers from any TCP/IP platform
UDP,16789,Reserved
TCP,16900,Newbay Mobile Client Update Service
UDP,16900,Newbay Mobile Client Update Service
TCP,16950,Simple Generic Client Interface Protocol
UDP,16950,Simple Generic Client Interface Protocol
TCP,16991,INTEL-RCI-MP
UDP,16991,INTEL-RCI-MP
TCP,16992,Intel(R) AMT SOAP/HTTP
UDP,16992,Intel(R) AMT SOAP/HTTP
TCP,16993,Intel(R) AMT SOAP/HTTPS
UDP,16993,Intel(R) AMT SOAP/HTTPS
TCP,16994,Intel(R) AMT Redirection/TCP
UDP,16994,Intel(R) AMT Redirection/TCP
TCP,16995,Intel(R) AMT Redirection/TLS
UDP,16995,Intel(R) AMT Redirection/TLS
TCP,17010,Plan 9 cpu port
UDP,17010,Reserved
TCP,17184,Vestas Data Layer Protocol
UDP,17184,Reserved
TCP,17185,Sounds Virtual
UDP,17185,Sounds Virtual
TCP,17219,Chipper
UDP,17219,Chipper
TCP,17220,IEEE 1722 Transport Protocol for Time Sensitive Applications
UDP,17220,IEEE 1722 Transport Protocol for Time Sensitive Applications
TCP,17221,"""IEEE 1722.1 AVB Discovery"
UDP,17221,"""IEEE 1722.1 AVB Discovery"
TCP,17222,Reserved
UDP,17222,Control Plane Synchronization Protocol (SPSP)
TCP,17223,ISA100 GCI is a service utilizing a common interface between an ISA100 Wireless gateway and a client application
UDP,17223,Reserved
UDP,17224,Train Realtime Data Protocol (TRDP) Process Data
TCP,17224,Reserved
TCP,17225,Train Realtime Data Protocol (TRDP) Message Data
UDP,17225,Train Realtime Data Protocol (TRDP) Message Data
TCP,17234,Integrius Secure Tunnel Protocol
UDP,17234,Integrius Secure Tunnel Protocol
TCP,17235,SSH Tectia Manager
UDP,17235,SSH Tectia Manager
TCP,17500,Dropbox LanSync Protocol
UDP,17500,Dropbox LanSync Discovery
TCP,17555,Ailith management of routers
UDP,17555,Reserved
TCP,17729,Eclipse Aviation
UDP,17729,Eclipse Aviation
TCP,17754,Encap. ZigBee Packets
UDP,17754,Encap. ZigBee Packets
TCP,17755,ZigBee IP Transport Service
UDP,17755,ZigBee IP Transport Service
TCP,17756,ZigBee IP Transport Secure Service
UDP,17756,ZigBee IP Transport Secure Service
TCP,17777,SolarWinds Orion
UDP,17777,Reserved
TCP,18000,"""Beckman Instruments"
UDP,18000,"""Beckman Instruments"
TCP,18104,RAD PDF Service
UDP,18104,Reserved
TCP,18136,z/OS Resource Access Control Facility
UDP,18136,Reserved
TCP,18181,OPSEC CVP
UDP,18181,OPSEC CVP
TCP,18182,OPSEC UFP
UDP,18182,OPSEC UFP
TCP,18183,OPSEC SAM
UDP,18183,OPSEC SAM
TCP,18184,OPSEC LEA
UDP,18184,OPSEC LEA
TCP,18185,OPSEC OMI
UDP,18185,OPSEC OMI
TCP,18186,Occupational Health SC
UDP,18186,Occupational Health Sc
TCP,18187,OPSEC ELA
UDP,18187,OPSEC ELA
TCP,18241,Check Point RTM
UDP,18241,Check Point RTM
TCP,18242,Checkpoint router monitoring
UDP,18242,Reserved
TCP,18243,Checkpoint router state backup
UDP,18243,Reserved
TCP,18262,GV NetConfig Service
UDP,18262,GV NetConfig Service
TCP,18463,AC Cluster
UDP,18463,AC Cluster
TCP,18516,Reserved
UDP,18516,HeyThings Device communicate service
TCP,18634,Reliable Datagram Service
UDP,18634,Reliable Datagram Service
TCP,18635,Reliable Datagram Service over IP
UDP,18635,Reliable Datagram Service over IP
TCP,18668,Manufacturing Execution Systems Mesh Communication
UDP,18668,Manufacturing Execution Systems Mesh Communication
TCP,18769,IQue Protocol
UDP,18769,IQue Protocol
TCP,18881,Infotos
UDP,18881,Infotos
TCP,18888,APCNECMP
UDP,18888,APCNECMP
TCP,19000,iGrid Server
UDP,19000,iGrid Server
TCP,19007,Scintilla protocol for device services
UDP,19007,Scintilla protocol for device services
TCP,19020,J-Link TCP/IP Protocol
UDP,19020,Reserved
TCP,19191,OPSEC UAA
UDP,19191,OPSEC UAA
TCP,19194,UserAuthority SecureAgent
UDP,19194,UserAuthority SecureAgent
TCP,19220,Client Connection Management and Data Exchange Service
UDP,19220,Discovery for Client Connection Management and Data Exchange Service
TCP,19283,Key Server for SASSAFRAS
UDP,19283,Key Server for SASSAFRAS
TCP,19315,Key Shadow for SASSAFRAS
UDP,19315,Key Shadow for SASSAFRAS
TCP,19398,mtrgtrans
UDP,19398,mtrgtrans
TCP,19410,hp-sco
UDP,19410,hp-sco
TCP,19411,hp-sca
UDP,19411,hp-sca
TCP,19412,HP-SESSMON
UDP,19412,HP-SESSMON
TCP,19539,FXUPTP
UDP,19539,FXUPTP
TCP,19540,SXUPTP
UDP,19540,SXUPTP
TCP,19541,JCP Client
UDP,19541,JCP Client
UDP,19788,Mesh Link Establishment
TCP,19788,Reserved
TCP,19790,FairCom Database
UDP,19790,Reserved
TCP,19998,IEC 60870-5-104 process control - secure
UDP,19998,Reserved
TCP,19999,Distributed Network Protocol - Secure
UDP,19999,Distributed Network Protocol - Secure
